,home,season_hits_for,season_hits_against,season_runs_for,season_runs_against,season_errors,season_wins,ml_odds,rl_odds,ml_win,rl_win
2544,1,376,387,188,174,15,25,-205,105,1,1
2545,1,367,371,188,185,33,18,-175,125,0,0
2546,1,336,361,158,197,25,18,-150,135,0,0
2547,0,401,384,205,194,21,25,175,-110,0,0
2548,1,375,372,214,189,24,23,-175,110,1,1
2549,1,343,314,183,142,17,26,-230,-122,1,1
2550,0,301,317,120,165,18,15,230,113,1,1
2551,1,371,313,214,155,20,25,-143,146,0,0
2552,1,407,437,241,263,33,18,-170,100,1,1
2553,1,302,265,190,124,24,26,-270,-133,0,0
2554,0,424,424,216,227,24,22,115,-180,0,0
2555,1,347,379,190,152,17,26,-118,175,0,0
2556,1,381,336,190,160,22,27,-134,155,1,0
2557,0,420,403,212,196,24,19,-101,-215,1,1
2558,1,328,323,170,132,11,27,-148,155,0,0
2559,0,305,360,151,199,24,10,108,-180,1,1
2560,1,313,346,164,147,24,25,106,-160,1,1
2561,0,364,365,162,193,29,18,128,-166,1,1
2562,0,387,404,183,234,23,19,108,-205,1,1
2563,0,370,377,176,203,29,19,150,-120,0,0
2564,0,401,409,207,206,17,22,117,-180,0,0
2565,0,344,327,192,181,31,17,133,-175,1,1
2566,0,406,379,216,193,31,21,119,-175,0,0
2567,1,379,380,193,192,34,18,-132,160,1,1
2568,1,345,370,160,204,28,18,-109,185,0,0
2569,1,375,379,214,184,22,28,-118,160,0,0
2570,1,383,376,218,191,24,24,-125,160,1,0
2571,0,384,342,213,158,14,24,-116,140,0,0
2572,0,392,349,184,171,35,23,130,-170,0,0
2573,0,307,325,124,168,18,16,250,110,1,1
2574,1,404,405,234,185,22,31,-107,170,0,0
2575,1,504,429,278,234,28,27,-107,175,1,0
2576,0,359,405,186,274,32,14,235,114,0,0
2577,1,378,324,218,160,20,25,-170,120,1,1
2578,1,421,446,252,265,33,19,-152,125,0,0
2579,0,424,330,251,168,29,26,-207,-135,0,0
2580,1,352,388,175,183,21,23,-290,-130,0,0
2581,0,432,436,220,232,25,22,175,-110,0,0
2582,1,350,383,191,155,18,26,-173,120,1,0
2583,1,390,345,194,163,22,28,103,-170,0,0
2584,0,428,408,217,197,24,20,-103,-200,1,1
2585,1,330,333,170,138,12,27,-185,110,1,1
2586,1,337,315,153,160,13,21,-275,-134,1,1
2587,1,342,378,183,192,24,22,114,-150,1,1
2588,0,323,364,161,200,24,11,175,-110,0,0
2589,1,328,358,173,154,25,26,-110,190,0,0
2590,0,375,372,167,197,29,19,150,-140,0,0
2591,0,391,407,186,235,23,20,153,-140,0,0
2592,0,379,391,178,214,29,19,137,-145,1,1
2593,1,381,372,190,189,25,22,177,115,1,1
2594,0,354,329,198,181,31,18,165,-130,0,0
2595,0,415,388,219,197,31,21,-113,150,1,0
2596,1,385,392,193,175,15,26,-145,150,1,1
2597,0,381,334,241,167,33,25,-124,130,0,0
2598,0,340,378,177,195,25,16,-103,-205,0,0
2599,1,379,397,215,194,22,28,-195,-110,1,0
2600,1,395,384,223,195,24,25,-195,-110,1,1
2601,0,396,357,220,167,14,24,100,-230,1,1
2602,0,399,357,186,177,36,23,125,-180,0,0
2603,0,322,338,135,176,20,17,164,-135,0,0
2604,1,413,415,239,194,24,31,-122,158,1,0
2605,1,515,439,284,239,28,28,-187,102,1,1
2606,0,365,412,187,277,32,14,151,-140,0,0
2607,1,387,331,228,162,20,26,-169,115,0,0
2608,1,433,453,255,270,35,19,-160,115,1,1
2609,0,430,340,255,176,31,26,-170,-110,0,0
2610,1,365,403,183,194,22,23,-184,115,1,0
2611,0,439,449,220,238,25,22,220,125,1,1
2612,1,362,397,201,164,18,27,-210,-105,0,0
2613,1,396,352,196,166,23,28,107,-150,1,1
2614,0,438,417,226,202,26,21,112,-178,0,0
2615,1,344,347,180,144,13,28,-239,-115,1,0
2616,1,344,321,156,161,15,22,-166,120,1,1
2617,1,348,386,187,195,26,23,126,-130,0,0
2618,0,330,374,166,206,25,11,144,-143,1,1
2619,1,332,362,174,157,26,26,180,110,0,0
2620,0,382,381,169,207,29,19,154,-135,1,1
2621,0,405,419,195,245,23,20,180,-115,1,1
2622,0,386,403,183,217,29,20,145,-135,0,0
2623,1,391,378,198,193,27,23,150,-110,1,1
2624,0,368,343,204,191,33,18,209,-105,0,0
2625,0,422,394,222,199,31,22,-117,130,0,0
2626,1,393,399,199,177,15,27,-140,160,1,1
2627,0,389,340,244,171,34,25,-141,110,1,1
2628,0,350,389,182,201,25,16,167,-122,0,0
2629,1,389,404,221,199,22,29,-159,124,0,0
2630,1,408,391,229,195,24,26,-260,-145,0,0
2631,0,400,361,223,168,14,25,-210,-130,1,1
2632,0,407,365,188,181,36,23,215,-105,0,0
2633,0,330,349,139,181,22,17,148,-140,1,1
2634,1,423,423,242,196,24,32,-200,-119,1,1
2635,1,523,446,288,240,29,29,-230,-110,1,1
2636,0,373,420,189,281,32,14,124,-170,0,0
2637,1,398,345,234,169,22,26,-141,155,0,0
2638,1,443,466,263,273,36,20,-205,-120,0,0
2639,0,444,349,261,188,32,26,-152,105,1,0
2640,1,376,411,188,198,22,24,-163,120,0,0
2641,0,446,455,223,240,27,23,125,-160,0,0
2642,1,368,407,203,167,18,27,-195,105,1,0
2643,1,408,360,201,169,23,29,112,-150,0,0
2644,0,446,427,228,205,26,21,170,-101,0,0
2645,1,353,350,184,147,13,29,-230,-118,1,1
2646,1,352,329,160,163,15,23,-139,150,1,1
2647,1,352,396,188,203,26,23,-140,150,0,0
2648,0,342,387,174,212,26,12,148,-130,1,1
2649,1,336,369,175,163,26,26,103,-170,0,0
2650,0,396,392,176,213,29,20,126,-175,1,1
2651,0,415,425,198,247,23,21,175,-125,0,0
2652,0,399,413,186,225,29,20,175,100,1,1
2653,1,400,392,210,199,27,24,137,-125,0,0
2654,0,371,352,207,195,35,18,200,-102,0,0
2655,0,430,406,225,204,31,22,-122,130,1,1
2656,1,401,407,203,179,16,28,-255,-115,1,1
2657,0,399,344,252,172,34,26,125,-170,1,1
2658,0,357,397,183,205,26,16,200,-110,0,0
2659,1,402,416,227,207,23,29,-163,110,0,0
2660,1,414,398,231,198,25,26,-140,140,1,1
2661,0,407,365,229,169,15,26,-113,150,1,0
2662,1,429,468,214,271,16,15,119,-140,0,0
2663,1,384,424,166,233,38,13,-104,-165,0,0
2664,0,385,367,196,203,23,18,118,-175,1,1
2665,0,372,308,198,184,20,19,132,-145,1,1
2666,1,328,407,184,242,31,18,-155,130,1,0
2667,0,382,359,195,175,27,26,-153,110,1,1
2668,0,378,368,188,185,22,20,-106,145,1,1
2669,1,310,271,193,128,24,26,-200,100,1,1
2670,0,367,368,180,180,21,21,117,-175,0,0
2671,1,373,361,202,181,19,23,-141,145,1,1
2672,0,364,396,196,203,23,20,107,-210,1,1
2673,0,405,370,146,201,22,16,126,-165,0,0
2674,1,358,390,173,214,31,16,-132,155,1,1
2675,0,372,310,195,181,28,21,-134,120,1,1
2676,0,474,394,204,204,27,23,117,-185,1,1
2677,0,342,391,153,210,35,15,140,-150,0,0
2678,1,407,477,206,249,35,19,138,-130,0,0
2679,0,352,369,158,149,21,21,-115,125,1,1
2680,1,340,355,184,185,19,23,-147,125,0,0
2681,1,342,397,167,186,30,17,135,-115,1,1
2682,1,315,384,132,187,32,21,105,-145,0,0
2683,0,407,415,208,211,17,22,180,-120,0,0
2684,1,365,435,185,243,30,20,190,120,1,1
2685,1,364,358,202,175,27,22,-117,180,0,0
2686,0,397,344,217,172,29,28,-220,-140,0,0
2687,1,385,386,198,193,34,19,-127,165,0,0
2688,1,350,378,161,209,29,18,-128,155,0,0
2689,0,411,394,211,205,24,25,170,-120,0,0
2690,0,358,353,210,173,18,24,-150,-105,0,0
2691,1,353,322,190,146,18,27,-210,100,1,1
2692,1,441,486,221,284,18,15,150,-110,1,1
2693,1,393,434,168,244,40,13,110,-155,0,0
2694,0,392,376,200,206,23,19,-123,120,1,0
2695,0,380,312,203,187,20,20,115,-175,1,1
2696,1,337,416,189,246,32,19,-102,-165,0,0
2697,0,390,363,200,177,27,27,-144,110,0,0
2698,0,388,377,199,187,22,21,-120,135,1,0
2699,1,317,276,199,128,24,27,-120,170,1,1
2700,0,372,377,180,187,23,21,151,-135,0,0
2701,1,381,366,206,183,20,24,130,-130,0,0
2702,0,375,404,203,206,23,21,-124,135,0,0
2703,0,410,378,148,205,24,16,-145,110,1,1
2704,1,367,395,180,214,31,17,-171,115,1,0
2705,0,390,322,208,188,28,22,-170,-110,0,0
2706,0,487,404,211,210,27,24,175,-120,0,0
2707,0,351,400,157,215,36,15,-108,145,1,1
2708,1,411,485,208,254,36,19,129,-130,1,1
2709,0,361,374,163,152,22,22,111,-185,0,0
2710,1,344,363,187,190,19,23,-125,155,0,0
2711,1,354,404,175,193,31,18,106,-155,1,1
2712,1,320,393,135,192,32,21,-121,165,1,1
2713,0,411,422,209,216,18,22,114,-200,0,0
2714,1,372,440,189,244,30,21,143,-110,1,1
2715,1,372,369,205,182,27,22,114,-155,1,1
2716,0,402,351,218,176,30,28,-158,-110,0,0
2717,1,395,399,204,200,35,19,-195,100,1,1
2718,1,359,385,164,213,29,18,113,-140,0,0
2719,0,416,401,211,211,26,25,110,-200,0,0
2720,0,365,365,217,181,18,24,-116,135,0,0
2721,1,360,326,195,147,18,28,-124,170,1,1
2722,1,449,496,223,285,18,16,133,-120,1,1
2723,1,400,442,171,248,42,13,-106,190,1,0
2724,0,399,380,202,207,23,20,-113,130,0,0
2725,0,390,317,208,189,20,21,-117,150,0,0
2726,1,346,428,190,255,32,19,112,-135,1,1
2727,0,399,373,204,182,30,27,-141,110,1,1
2728,0,396,384,203,190,22,22,-104,-230,0,0
2729,1,321,279,202,129,24,28,-133,140,0,0
2730,0,378,379,180,188,24,21,117,-170,0,0
2731,1,388,377,210,191,20,24,-148,125,1,1
2732,0,379,409,203,207,23,21,-109,145,1,1
2733,0,421,385,156,209,24,17,133,-145,0,0
2734,1,369,401,181,214,31,18,-127,150,1,1
2735,0,400,330,209,190,28,22,-148,100,0,0
2736,0,490,412,211,215,27,24,130,-155,1,1
2737,0,363,409,166,216,36,16,-122,115,0,0
2738,1,421,494,213,258,38,20,126,-130,0,0
2739,0,367,384,165,156,23,22,-178,-115,1,1
2740,1,349,373,189,195,21,23,107,-170,1,1
2741,1,360,411,180,197,32,19,106,-160,0,0
2742,1,330,399,139,194,32,22,158,-105,0,0
2743,0,417,432,209,222,19,22,220,105,1,1
2744,1,382,454,196,250,30,22,200,135,1,1
2745,1,377,373,206,182,27,23,-101,-165,0,0
2746,0,416,361,224,183,32,28,-240,-155,0,0
2747,1,403,402,209,200,35,20,-145,135,0,0
2748,1,363,392,165,215,29,18,103,-150,1,1
2749,0,419,405,212,214,27,25,118,-160,1,1
2750,0,372,371,221,186,18,24,-116,140,1,1
2751,1,370,332,201,147,18,29,-260,-125,0,0
2752,0,336,355,141,181,22,18,133,-165,0,0
2753,0,407,386,204,212,23,20,103,160,0,0
2754,1,350,432,191,255,33,20,-148,145,1,1
2755,0,412,379,210,183,30,28,-152,105,0,0
2756,1,453,479,266,283,36,20,-129,145,1,1
2757,1,325,285,203,133,24,28,-145,150,1,1
2758,0,385,389,181,196,24,21,-134,115,0,0
2759,1,399,383,214,193,20,25,-144,135,1,0
2760,0,390,416,211,208,23,22,-128,130,0,0
2761,1,418,374,206,177,24,29,137,-125,1,1
2762,1,379,408,189,215,31,19,-115,165,1,1
2763,0,503,416,217,218,28,25,-181,-115,1,0
2764,0,360,396,189,217,27,13,129,-155,0,0
2765,0,375,385,170,156,23,23,130,-170,0,0
2766,1,360,376,192,196,22,24,-113,-180,1,1
2767,1,368,421,183,202,33,19,118,-150,1,1
2768,1,331,407,139,199,33,22,161,-105,0,0
2769,0,374,362,208,198,35,18,175,-135,0,0
2770,1,384,384,207,190,30,23,119,-135,1,1
2771,1,407,415,212,206,35,20,-195,115,1,1
2772,0,361,405,183,209,26,16,119,-165,0,0
2773,0,425,409,216,215,28,26,105,-185,0,0
2774,1,458,507,229,290,18,17,153,100,0,0
2775,0,345,367,143,189,23,18,170,-120,1,1
2776,0,412,393,205,214,23,20,127,-165,0,0
2777,1,531,450,292,240,29,30,-171,100,1,1
2778,1,362,441,199,257,33,21,-190,100,0,0
2779,0,419,389,213,190,30,28,-126,125,1,1
2780,1,465,485,273,287,36,21,-124,130,0,0
2781,1,335,291,208,134,24,29,-161,135,0,0
2782,0,396,393,184,200,24,21,-110,145,1,1
2783,1,402,386,215,193,20,26,-144,125,0,0
2784,0,400,427,215,215,23,22,-182,-120,0,0
2785,1,428,381,213,180,24,30,116,-145,0,0
2786,1,388,416,198,220,32,20,-120,155,1,1
2787,0,411,339,214,196,28,22,-121,125,1,1
2788,0,509,420,220,220,28,26,117,-160,1,1
2789,0,367,413,166,217,36,16,143,-150,0,0
2790,0,363,399,189,218,27,13,129,-145,1,1
2791,0,381,395,171,161,24,23,146,-155,1,1
2792,1,367,381,194,197,23,25,-142,145,1,1
2793,1,379,431,190,206,35,20,162,100,1,1
2794,1,335,413,141,202,33,22,-132,140,0,0
2795,1,407,407,215,205,27,24,-158,130,1,0
2796,1,388,395,211,193,31,24,100,-165,0,0
2797,0,418,371,227,188,33,28,151,-120,0,0
2798,0,367,417,187,216,27,16,114,-150,1,1
2799,0,433,418,221,224,29,26,110,-175,0,0
2800,0,382,379,226,189,18,25,-173,-120,1,1
2801,1,378,344,202,149,18,29,111,-145,0,0
2802,1,464,515,230,295,20,17,151,-115,0,0
2803,0,355,379,148,193,24,19,161,-130,0,0
2804,0,416,400,206,221,24,20,200,-105,0,0
2805,1,535,455,296,240,29,31,-245,-125,1,1
2806,1,374,451,203,262,35,21,-181,110,1,1
2807,0,431,397,220,193,30,29,-132,125,1,1
2808,1,469,498,274,297,36,21,109,-150,0,0
2809,1,344,299,209,136,24,29,-210,100,1,1
2810,0,406,399,190,201,25,22,162,-130,0,0
2811,1,408,396,217,199,20,26,-170,130,0,0
2812,0,410,438,218,219,24,22,-115,140,1,1
2813,1,436,393,216,187,24,30,117,-145,0,0
2814,1,398,429,206,226,33,21,-147,120,1,1
2815,0,424,346,222,200,28,23,119,-170,0,0
2816,0,516,425,222,221,29,27,-144,100,0,0
2817,0,374,418,168,220,39,16,138,-140,1,1
2818,0,373,405,195,220,28,14,150,-150,1,1
2819,0,389,404,173,162,25,24,180,-120,0,0
2820,1,374,385,201,198,23,26,-230,-115,1,1
2821,1,390,441,194,209,36,21,105,-160,0,0
2822,1,340,420,142,204,33,22,129,-120,1,1
2823,1,412,414,218,207,28,25,-153,120,0,0
2824,0,388,382,212,211,36,18,195,-110,0,0
2825,0,381,375,210,208,36,18,163,-135,0,0
2826,1,394,405,212,199,31,24,-182,110,1,0
2827,0,423,375,227,192,34,28,205,105,0,0
2828,1,427,429,225,210,37,22,-220,-110,1,1
2829,1,420,422,222,208,37,21,-183,115,1,0
2830,0,380,421,197,217,28,17,-119,130,1,1
2831,0,446,428,227,232,29,26,132,-140,0,0
2832,0,390,385,231,190,18,26,-171,-105,1,1
2833,1,385,357,206,157,20,29,-129,150,1,1
2834,0,364,391,151,199,24,19,142,-130,0,0
2835,0,421,406,206,226,24,20,113,-180,1,1
2836,1,551,470,307,247,29,32,-221,-115,1,1
2837,1,477,514,277,308,37,21,-157,110,1,1
2838,1,382,417,188,200,23,24,-133,135,0,0
2839,0,452,469,224,246,27,23,118,-155,1,1
2840,0,428,355,223,208,28,23,163,-125,1,1
2841,0,521,437,223,225,29,27,113,-200,1,1
2842,0,386,429,177,225,40,17,150,-135,0,0
2843,0,377,414,199,221,28,15,191,-105,0,0
2844,1,380,390,206,198,24,27,-123,160,0,0
2845,1,394,451,194,216,37,21,-140,160,0,0
2846,1,352,425,146,205,34,23,-123,170,0,0
2847,1,423,426,223,216,28,25,-170,115,1,1
2848,0,392,391,214,215,36,18,180,-115,0,0
2849,1,436,433,229,212,37,23,-210,-105,1,0
2850,0,396,429,208,220,29,18,125,-180,1,1
2851,1,394,361,214,158,21,30,-183,105,0,0
2852,0,408,376,188,185,36,23,105,-200,0,0
2853,0,371,399,154,206,24,19,160,-115,0,0
2854,1,435,428,246,198,25,33,-109,170,1,1
2855,1,568,475,320,249,30,33,-157,120,0,0
2856,1,386,460,209,265,35,22,-115,170,1,1
2857,0,441,404,231,197,30,30,-101,-200,0,0
2858,1,485,521,284,311,37,22,-180,-105,1,0
2859,0,459,356,267,193,34,27,-155,100,1,1
2860,1,390,424,189,202,23,24,128,-130,0,0
2861,0,459,477,226,247,27,24,-143,110,1,1
2862,1,376,411,205,168,18,28,-140,155,1,0
2863,1,443,403,220,198,24,30,-125,165,1,1
2864,0,451,439,230,209,27,21,125,-175,0,0
2865,0,436,365,229,211,28,24,-140,125,0,0
2866,1,362,338,167,166,15,24,-144,148,0,0
2867,1,358,408,189,208,27,23,140,-120,0,0
2868,0,382,431,201,234,29,15,142,-140,1,1
2869,0,398,415,175,168,25,24,129,-168,1,1
2870,1,385,399,207,202,25,27,104,-165,1,1
2871,1,399,461,197,223,37,21,115,-150,1,1
2872,0,412,423,196,228,30,21,230,115,1,1
2873,1,434,431,228,219,30,26,-270,-135,0,0
2874,0,402,401,219,221,36,18,191,105,1,1
2875,0,444,416,233,209,31,23,126,-150,1,1
2876,0,438,391,234,203,34,28,-114,145,0,0
2877,1,446,443,235,217,38,24,125,-148,1,1
2878,0,406,434,215,223,29,19,-125,130,0,0
2879,0,456,440,231,239,30,26,115,-185,0,0
2880,1,428,404,237,199,25,27,-141,130,0,0
2881,1,404,369,217,164,21,30,-221,-125,0,0
2882,0,413,384,190,191,36,23,-125,130,0,0
2883,0,380,407,157,210,24,19,190,115,0,0
2884,1,445,436,251,199,25,34,-140,140,1,1
2885,1,572,485,321,251,31,33,-230,-122,0,0
2886,1,394,465,215,267,35,23,115,-150,1,1
2887,0,449,414,232,202,30,30,125,-160,0,0
2888,1,493,530,288,314,38,23,-220,-135,1,1
2889,0,467,360,272,195,35,28,-147,115,0,0
2890,1,398,435,194,209,26,24,-113,165,1,0
2891,0,470,485,233,252,28,25,103,-185,0,0
2892,1,383,416,207,169,18,29,-200,100,1,1
2893,1,451,408,223,199,24,31,114,-145,0,0
2894,0,456,446,231,211,28,21,170,-120,0,0
2895,0,450,373,232,215,29,24,-139,115,1,1
2896,1,369,347,170,171,15,24,-170,140,1,1
2897,1,362,416,191,213,29,23,132,-135,1,1
2898,0,392,435,203,235,30,16,200,102,1,1
2899,0,407,422,180,171,26,25,150,-160,0,0
2900,1,393,408,210,204,26,28,107,-150,0,0
2901,1,409,468,198,223,37,22,113,-145,1,1
2902,0,423,426,200,228,30,22,152,-145,0,0
2903,1,437,442,228,223,30,26,-172,125,1,1
2904,0,408,407,224,224,37,19,308,140,0,0
2905,0,453,420,235,210,31,24,111,-180,1,1
2906,0,447,399,236,206,38,28,-117,130,1,0
2907,1,454,457,239,220,38,25,124,-135,0,0
2908,0,413,444,215,224,30,19,-123,125,0,0
2909,0,461,448,232,242,32,26,-124,125,1,1
2910,1,432,413,238,201,25,27,-121,160,0,0
2911,1,410,375,220,169,22,30,-368,-160,1,0
2912,0,417,394,191,197,37,23,-118,125,1,0
2913,0,389,414,161,218,24,19,200,-105,0,0
2914,1,455,443,256,201,25,35,130,-126,1,1
2915,1,587,504,330,262,32,33,-175,100,1,0
2916,1,404,469,221,268,35,24,108,-145,0,0
2917,0,456,424,234,207,30,30,-145,106,0,0
2918,1,500,539,296,318,39,24,-230,-115,1,1
2919,0,473,368,273,201,36,28,-151,105,1,0
2920,1,405,443,198,212,28,25,-147,140,1,0
2921,0,478,492,236,256,29,25,132,-160,0,0
2922,1,393,422,214,171,18,30,-159,125,1,1
2923,1,460,416,227,206,25,31,-116,180,0,0
2924,0,462,456,233,218,28,21,144,-145,0,0
2925,0,463,379,239,217,30,25,-146,110,1,1
2926,1,384,357,177,173,15,25,103,-160,0,0
2927,1,370,422,197,214,29,24,136,-125,0,0
2928,0,411,450,214,244,31,17,155,-120,0,0
2929,0,417,437,182,178,28,25,-113,140,1,1
2930,1,402,417,211,206,26,28,-142,130,1,1
2931,1,417,477,202,226,37,23,119,-150,1,1
2932,0,435,434,204,235,30,22,133,-170,0,0
2933,1,445,454,235,227,32,27,-148,150,1,0
2934,0,414,415,226,227,38,19,165,-130,1,1
2935,0,472,428,249,215,31,25,153,-130,0,0
2936,0,456,408,238,207,40,29,127,-150,0,0
2937,1,460,470,241,227,39,25,131,-130,0,0
2938,0,422,452,218,228,31,19,-129,130,0,0
2939,0,469,457,239,246,35,27,106,-210,1,1
2940,1,440,432,243,215,25,27,-173,110,1,1
2941,1,418,381,223,171,22,31,-185,110,0,0
2942,0,430,405,200,205,37,24,110,-185,0,0
2943,1,462,450,261,204,26,36,-162,105,1,0
2944,1,597,513,338,269,33,34,-132,140,0,0
2945,0,382,430,192,288,33,14,114,-205,1,1
2946,0,400,391,203,191,22,22,147,-125,0,0
2947,0,484,376,279,206,36,29,-221,-140,0,0
2948,1,417,451,203,216,28,26,191,120,1,1
2949,0,486,504,240,261,29,25,117,-160,1,1
2950,1,408,433,227,174,19,31,-150,140,0,0
2951,1,467,427,228,208,25,31,-119,170,0,0
2952,0,473,471,236,231,29,21,109,-200,1,1
2953,1,389,363,177,176,15,25,-145,150,0,0
2954,1,378,433,202,220,31,24,-120,165,1,1
2955,0,409,403,187,220,30,21,135,-160,1,1
2956,0,419,433,199,249,26,21,114,-170,0,0
2957,0,444,443,208,240,30,22,130,-170,1,1
2958,0,426,424,236,233,39,20,225,115,0,0
2959,1,412,408,207,179,17,29,-124,175,0,0
2960,1,411,434,232,222,26,29,-124,150,1,0
2961,1,444,433,245,215,25,28,-265,-135,1,1
2962,0,439,417,202,212,37,24,107,-200,0,0
2963,0,394,425,163,225,25,19,175,-110,1,1
2964,1,468,456,264,206,26,37,-181,100,0,0
2965,1,607,521,340,273,33,34,-235,-140,0,0
2966,0,391,437,199,293,33,15,114,-200,0,0
2967,1,409,358,241,180,25,26,-145,145,1,0
2968,0,406,397,205,194,25,22,161,-120,1,1
2969,0,496,384,283,211,36,29,-200,-120,0,0
2970,1,425,463,208,220,30,27,170,100,1,1
2971,0,494,514,244,263,29,26,205,120,1,1
2972,1,414,440,228,176,19,31,-149,140,0,0
2973,1,472,436,230,214,26,31,110,-145,0,0
2974,0,482,476,242,233,30,22,-120,125,1,1
2975,1,363,353,187,148,13,30,-129,170,1,0
2976,1,391,370,177,180,17,25,-133,165,1,1
2977,1,390,442,209,222,31,25,-117,170,1,1
2978,1,427,507,214,264,38,20,-205,-110,0,0
2979,1,341,375,177,166,26,26,-160,130,0,0
2980,1,348,383,179,169,27,26,-115,170,1,1
2981,0,416,409,189,221,31,22,134,-160,1,1
2982,0,431,444,205,256,26,21,-109,140,1,1
2983,0,451,445,212,240,31,23,118,-185,0,0
2984,1,454,463,240,231,33,28,-141,150,0,0
2985,0,431,433,238,237,39,20,235,115,0,0
2986,0,473,432,249,217,31,25,126,-170,1,1
2987,1,419,417,212,186,18,29,-124,170,1,1
2988,0,411,350,257,173,34,27,150,-150,1,1
2989,0,419,357,260,175,35,28,105,-200,0,0
2990,0,427,462,220,231,32,19,119,-200,0,0
2991,1,422,446,239,228,28,30,-101,-160,0,0
2992,1,453,438,249,217,25,29,-275,-135,1,0
2993,0,413,370,232,171,15,27,130,-165,0,0
2994,0,447,428,206,221,37,24,125,-170,1,1
2995,0,401,430,165,225,25,20,145,-150,1,1
2996,1,473,465,267,212,26,37,-153,135,0,0
2997,1,616,534,348,282,33,34,-125,150,0,0
2998,0,402,450,206,302,35,15,220,-103,1,1
2999,1,420,368,248,186,26,27,-119,175,0,0
3000,0,415,402,211,197,25,23,138,-155,1,1
3001,1,355,308,215,138,24,30,-290,-154,1,1
3002,0,416,408,195,207,25,22,250,134,0,0
3003,0,507,523,253,271,30,27,115,-170,1,1
3004,1,420,453,231,182,19,31,-126,165,1,1
3005,1,475,458,230,227,27,31,-124,170,1,1
3006,0,504,479,255,233,30,23,114,-200,0,0
3007,1,368,359,190,150,14,31,-164,130,0,0
3008,1,400,374,182,180,17,26,-180,130,1,1
3009,1,401,450,218,226,33,26,-140,150,0,0
3010,1,432,514,214,266,39,20,-160,130,0,0
3011,1,354,387,182,170,27,27,118,-140,0,0
3012,0,429,415,195,224,31,23,116,-185,0,0
3013,0,441,450,211,259,26,22,155,-135,1,1
3014,0,455,454,212,245,31,23,160,-150,0,0
3015,1,466,474,244,238,34,28,-145,150,1,1
3016,0,441,441,244,244,40,20,173,-119,1,1
3017,0,484,444,256,221,31,26,130,-170,0,0
3018,1,432,428,221,193,19,30,-260,-117,0,0
3019,0,423,363,261,178,36,28,-133,120,1,0
3020,0,433,467,222,234,34,19,149,-150,1,1
3021,1,428,456,242,234,29,30,-175,115,0,0
3022,1,461,448,256,223,25,30,-193,-101,0,0
3023,0,423,381,238,178,16,27,109,-205,1,1
3024,0,458,433,214,222,38,25,116,-180,0,0
3025,1,407,446,172,248,42,14,110,-160,0,0
3026,0,430,411,210,227,24,21,-120,135,0,0
3027,0,393,328,209,192,21,21,-177,-125,0,0
3028,0,420,408,214,198,25,24,140,-170,1,1
3029,1,361,313,223,139,24,31,-145,160,1,1
3030,0,421,414,196,215,25,22,130,-180,0,0
3031,0,427,396,158,213,25,17,156,-140,0,0
3032,1,410,439,213,230,34,22,157,105,1,1
3033,1,416,384,193,181,17,27,-240,-110,0,0
3034,1,406,461,219,234,38,26,-131,160,1,1
3035,1,445,530,221,275,39,20,110,-155,1,1
3036,1,366,394,186,175,27,27,-155,150,0,0
3037,0,465,470,213,256,32,23,-120,140,1,1
3038,1,436,434,222,195,20,30,-149,155,0,0
3039,0,430,375,266,182,36,29,200,-110,1,1
3040,1,441,465,246,240,30,30,-176,120,1,0
3041,0,429,387,242,179,17,28,134,-175,1,1
3042,0,467,440,218,228,38,25,205,-110,0,0
3043,1,420,456,177,255,43,14,143,-119,1,1
3044,0,441,423,212,233,24,21,130,-160,0,0
3045,0,401,338,210,194,22,21,-176,-120,1,1
3046,0,408,454,208,303,35,16,108,-205,1,1
3047,1,426,374,249,190,26,27,-151,137,1,1
3048,0,428,418,216,199,26,25,165,-145,1,1
3049,1,368,318,226,140,24,32,-170,125,1,1
3050,0,426,421,197,218,26,22,-123,125,0,0
3051,1,417,400,218,203,21,26,133,-135,1,1
3052,0,420,442,225,219,25,23,-148,115,0,0
3053,0,433,400,160,216,25,17,118,-180,0,0
3054,1,420,447,215,231,34,23,156,100,0,0
3055,1,373,367,191,153,15,31,-235,-110,1,1
3056,1,424,392,197,186,17,27,101,-170,0,0
3057,1,413,470,225,238,39,27,115,-145,1,1
3058,1,457,541,227,277,39,21,113,-145,1,1
3059,1,376,402,187,177,28,27,-185,125,0,0
3060,0,434,423,196,228,31,23,111,-202,0,0
3061,0,450,463,217,263,26,23,136,-156,0,0
3062,0,475,483,220,261,32,24,-158,-101,0,0
3063,0,429,440,211,223,19,23,-130,125,0,0
3064,1,392,456,201,253,32,23,-118,175,0,0
3065,0,487,458,257,231,31,26,150,-145,0,0
3066,1,441,445,224,199,20,30,145,-120,0,0
3067,0,438,383,271,186,36,30,-111,150,1,1
3068,1,369,400,170,217,29,19,-121,172,1,1
3069,1,445,471,249,242,30,31,-128,160,1,1
3070,1,467,454,260,231,27,30,-145,140,1,0
3071,0,440,392,246,181,18,29,-160,100,1,1
3072,0,476,450,225,237,39,25,185,-115,1,1
3073,1,429,461,179,256,44,15,-134,165,0,0
3074,0,448,430,217,239,25,21,160,-119,0,0
3075,0,408,343,216,196,22,22,-118,130,0,0
3076,0,419,460,214,303,35,17,-122,135,0,0
3077,1,434,381,254,193,28,28,-160,115,1,1
